SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 09:00:00,NR,22.9437,125.092, , , ,main,371,333,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.9437,125.092,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,328
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 12:00:00,NR,23.2811,124.853, , , ,main,333,291,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.2811,124.853,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,325
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 15:00:00,NR,23.5972,124.594, , , ,main,291,278,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.5972,124.594,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,322
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 16:00:00,NR,23.7000,124.500, , , ,main,278,252,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.7000,124.500,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,320
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 18:00:00,NR,23.9191,124.300, , , ,main,252,215,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.9191,124.300,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,318
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-20 21:00:00,NR,24.2354,123.975, , , ,main,215,170,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.2354,123.975,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,315
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 00:00:00,NR,24.5341,123.620, , , ,main,170,122,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5341,123.620,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,311
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 03:00:00,NR,24.8123,123.235, , , ,main,122,111,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.8123,123.235,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,308
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 04:00:00,NR,24.9000,123.100, , , ,main,111,81,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.9000,123.100,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,304
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 06:00:00,NR,25.0643,122.830, , , ,main,81,52,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.0643,122.830,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,302
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 09:00:00,NR,25.2918,122.401, , , ,main,52,45,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.2918,122.401,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,299
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 12:00:00,NR,25.5079,121.944, , , ,main,45,45,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.5079,121.944,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,297
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 15:00:00,NR,25.7251,121.465, , , ,main,55,55,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.7251,121.465,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,297
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 16:00:00,NR,25.8000,121.300, , , ,main,67,67,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.8000,121.300,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,296
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 18:00:00,NR,25.9588,120.941, , , ,main,102,53,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.9588,120.941,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,296
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-21 21:00:00,NR,26.2031,120.383, , , ,main,53,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.2031,120.383,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,297
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 00:00:00,NR,26.4543,119.838, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.4543,119.838,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,299
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 03:00:00,NR,26.7124,119.345, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.7124,119.345,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,301
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 04:00:00,NR,26.8000,119.200, , , ,main,0,0,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.8000,119.200,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,306
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 06:00:00,NR,26.9743,118.948, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.9743,118.948,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,311
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 09:00:00,NR,27.2426,118.635, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.2426,118.635,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,317
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 12:00:00,NR,27.5191,118.380, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.5191,118.380,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,324
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 15:00:00,NR,27.8035,118.166, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.8035,118.166,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,327
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 16:00:00,NR,27.9000,118.100, , , ,main,0,0,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.9000,118.100,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,330
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 18:00:00,NR,28.0952,117.974, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0952,117.974,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,331
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-22 21:00:00,NR,28.3928,117.794, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.3928,117.794,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,333
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-23 00:00:00,NR,28.6945,117.622, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.6945,117.622,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,334
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-23 03:00:00,NR,28.9985,117.455, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.9985,117.455,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,334
1884201N18129,1884,21,WP,MM,NOT_NAMED,1884-07-23 04:00:00,NR,29.1000,117.400, , , ,main,0, ,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.1000,117.400,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-25 16:00:00,NR,12.9000,126.600, , , ,main,142,124,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.9000,126.600,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,310
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-25 18:00:00,NR,13.3890,125.997, , , ,main,132,78,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.3890,125.997,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,310
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-25 21:00:00,NR,14.0879,125.123, , , ,main,78,59,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.0879,125.123,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,309
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 00:00:00,NR,14.7009,124.331, , , ,main,78,78,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.7009,124.331,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,308
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 03:00:00,NR,15.1790,123.678, , , ,main,141,134,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.1790,123.678,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,307
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 04:00:00,NR,15.3000,123.500, , , ,main,139,132,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.3000,123.500,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,304
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 06:00:00,NR,15.4795,123.212, , , ,main,132,100,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.4795,123.212,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,300
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 09:00:00,NR,15.6238,122.913, , , ,main,100,77,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6238,122.913,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,292
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 12:00:00,NR,15.6737,122.717, , , ,main,77,69,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6737,122.717,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,281
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 15:00:00,NR,15.6909,122.557, , , ,main,69,61,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6909,122.557,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,277
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 16:00:00,NR,15.7000,122.500, , , ,main,61,39,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7000,122.500,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,288
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 18:00:00,NR,15.7560,122.349, , , ,main,39,24,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7560,122.349,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,291
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-26 21:00:00,NR,15.8397,122.122, , , ,main,24,11,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.8397,122.122,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,292
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-27 00:00:00,NR,15.9346,121.880, , , ,main,15,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9346,121.880,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,293
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-27 03:00:00,NR,16.0531,121.603, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.0531,121.603,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,294
1884208N13127,1884,22,WP,MM,NOT_NAMED,1884-07-27 04:00:00,NR,16.1000,121.500, , , ,main,0,0,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.1000,121.500,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,296
